1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
143,5463995,67991,34712991,6.00E+11,7884007,1E+16,5585991,-100011,-91,8.058E+15,3220994,4.401E+16,2894987,9659992,2.48998E+16,1.01811E+16,79599978,312418,40634984
144,5464004,68002,3.4713E+16,5.00E-05,7.88398E+15,1E+16,5.586E+15,-100035,-9.6E+15,8058006,3221,44009978,2.895E+16,9659998,2489988,101810995,79599977,312413,40634991
145,5464003,67993,3471299,-1.2E+16,7883978,1000001,5585999,-9.9986E+15,-7.1E+15,8057983,3221005,4.401E+16,2895021,9659996,2490002,101811007,7.96E+15,3.12424E+16,40634967
146,5.46401E+16,14999,34712981,-7.00E-05,7884013,100.0,5586002,-9.9996E+15,-9.7E+15,8057998,3.221E+16,4.401E+16,2895005,9659995,2489997,101810999,7.96E+15,312416,4.0635E+16
147,5464009,15006,34713,-1.00E-05,7.88399E+15,9999993,5585994,-9.9994E+15,-8,8058015,3221007,4.401E+16,2894995,9660003,2489999,10181099,79599994,312397,40634995
148,5.464E+15,15014,34712984,-3.00E+11,7.884E+15,10000012,5586003,-9.9999E+15,-75,8.05801E+15,3221013,4400998,2.895E+16,9660003,2490001,1.01811E+16,79599988,312431,40635001
149,5463995,1502,34713,0.0,7884029,1000001,5585995,-100016,-82,8058019,3221006,44009981,2.89499E+16,9659995,2490002,101811,79599996,312115,40634996
150,5.46399E+15,14998,34712986,9.00E-05,7883985,9999996,5586002,-100003,-109,805801,3.221E+16,4.401E+16,2894998,9660004,2489999,1.01811E+16,79599975,312113,3.885E+16
151,5.464E+15,1.4994E+16,34712993,1.00E-05,7884004,10000005,5585994,-9.9988E+15,-7.1E+15,8.05801E+15,3.221E+16,4400998,2894981,9660001,248999,10181098,7.96E+15,312129,3884999
152,5.46401E+16,14998,34712992,-6.00E+11,7884009,999999,5585986,-9.9999E+15,-81,8057998,3220997,44009983,2894993,9660007,2479969,101811005,7.96E+15,312098,38849973
153,546399,14999,34712969,0.0,7884004,10000004,5586006,-9.9981E+15,-7.7E+15,8058006,3.221E+16,440.1,2.895E+16,9659984,2480003,101811001,7.96E+15,312115,3.885E+16
154,5463994,14991,34713003,-2.4E+16,7883986,1E+16,5585996,-100016,-9.4E+15,8057989,3220981,44009995,2894985,9660006,2480004,101811004,7.9952E+15,3.12116E+16,38850011
155,5463995,14998,34713,18,7884012,10000022,5.58599E+16,-100001,-82,8057992,3220977,44010005,2894993,9659987,2479984,101811007,79951982,312111,36819971
156,5463984,15009,34713005,11,7883985,9999973,5585989,-99992,-73,7982987,322102,44009982,2.89501E+16,9660003,2479991,10181098,79952002,312129,36819986
157,5.46399E+16,15009,34712992,18,7884007,9.99999E+15,5585995,-10001,-56,7.983E+15,3.22098E+16,44009969,2.89499E+16,9659998,2.47999E+16,1.01811E+16,79952001,312129,36819976
158,5464017,-1989,3.4713E+16,1.2E+16,7884003,9999999,5585974,-9.9993E+15,-8.7E+15,7982989,3220987,4.401E+16,2895008,9659989,2479995,1.01811E+16,79951998,312115,36819981
159,5464003,-2008,34712993,-8.00E-05,7884008,10000005,5585996,-9.9996E+15,-8.7E+15,7983009,3.221E+16,44009983,2894985,9659991,2480004,101811019,79951977,3.12136E+16,36819992
160,5464001,-2017,34712968,750005,788402,1E+16,5586006,-100005,-8.7E+15,7982995,3.229E+16,44009995,2.89501E+16,9659984,2479994,1.01811E+16,79951975,312117,36819968
161,5.46401E+16,-2.004E+16,34712989,7.5,7.884E+15,9999991,5.586E+16,-100004,-95,7982978,322899,4.401E+16,2894973,9659995,2.48E+16,101810996,79951975,312134,3.682E+16
162,546401,-1.997E+16,34713,7.49997E+15,7884011,10000005,558599,-100006,-7.7E+15,7.98301E+15,3228993,4.401E+16,2895001,9660001,24.8,101810996,7995199,312113,3485999
163,5464014,-1994,3.4713E+16,749989,7.88399E+15,10000004,5585997,-99997,-9,7983004,3229003,44010008,2895,9659997,2479991,101810994,80527984,312122,34859984
164,5.46402E+15,-2019,3.4713E+16,749994,7884005,999999,5585995,-9.9999E+15,-79,7982996,3228999,44009986,29175,9659996,2479995,1.01811E+16,80527973,31211,34859974
165,5464015,-2001,34712984,7.49991E+15,7884011,1E+16,5586008,-100011,-81,7983001,3229006,44009978,2.9175E+16,965998,2.48001E+16,101811006,80527989,312112,34859976
166,5463991,-2.013E+16,34712982,749995,7883995,9999996,5585999,-100004,-66,7.98301E+15,3229006,4.401E+16,2.91749E+16,9660006,248001,101811016,80527978,3.121E+16,3.486E+16
167,5463997,-199,34713002,749994,7884006,9999986,5.58599E+16,-99989,-81,7983018,3228996,44009978,2.91749E+16,9660001,2480009,101811005,80527976,312115,34859985
168,5463998,-2.007E+16,34712996,7.49992E+16,7.88398E+15,10000005,5585983,-99995,-64,7.98299E+15,3228998,44009981,2917505,9660004,2480009,101811005,79727976,312117,34859981
169,546398,-1998,3471299,7.49996E+15,7884005,10000005,5586,-1.00012E+16,-86,7.983E+15,3228974,44009983,2917499,9659992,2479983,1.01811E+16,79727963,3.121E+16,34859979
170,546399,-2,3471297,750007,7884012,9999982,5585991,-99997,-8.3E+15,7983005,3228996,44009989,2.91748E+16,9660001,2480009,101811001,7972797,312114,34859984
171,5464004,-2001,34713,749984,7.884E+15,9999995,5.58601E+15,-9.9994E+15,-6.9E+15,7.98301E+15,3.22901E+16,44009989,2.91751E+16,9659989,2.48E+16,101810996,79727962,312131,36819964
172,5464006,-2016,3471298,74998,7.88399E+15,1000002,5586009,-9.9999E+15,-78,798301,3.22898E+16,4.401E+16,2917489,9660022,2.48E+16,101810985,7.9728E+15,31212,3681999
173,546399,-1987,3.4713E+16,750007,7884007,1E+16,5.586E+16,-100013,-8.3E+15,7982987,3.22901E+16,4400998,2917502,9659998,2479973,101811004,79727983,31211,3.682E+16
174,5463994,-2012,3.4713E+16,7.49997E+15,7884006,1E+16,5.586E+15,-100005,-7,7983024,3229003,4.3893E+16,2.91751E+16,9659999,2.48001E+16,101810997,79727951,312125,36819991
175,5464001,-1.997E+16,3471299,750007,7884007,9.99999E+15,5586003,-100006,-7.1E+15,7.98301E+15,3229015,4.3893E+16,2917492,9.65999E+15,2.48E+16,101811001,79247987,312133,36819992
176,5464017,-2001,3.4713E+16,7.50001E+16,7.884E+15,1E+16,5585991,-100003,-82,7982995,3229,43892985,29175,9660003,2479995,101811006,79247997,312115,39304979
177,5464009,-1.997E+16,3.4713E+16,750015,7884008,9999979,558599,-100013,-72,7.98301E+15,322901,43893007,2917509,9660007,2479995,101810995,79247994,31211,39304996
178,5463992,-2009,34712997,749995,7.88398E+15,1E+16,5586009,-9.9996E+15,-84,7.983E+15,3228987,43892977,2917499,9659992,2479999,1.01811E+16,7.9248E+15,312122,3.9305E+16
179,5.46398E+16,-2008,34712989,74999,7884011,9999999,558599,-100009,-79,7983006,3228996,43892997,2.9175E+16,9660008,2.48001E+16,101810999,8.008E+15,3.12123E+16,39304987
180,5464001,-2002,34713009,7.50003E+15,7884003,1E+16,558601,-100007,-7,7982993,3229009,43893002,291749,966001,2.48E+16,1.01811E+16,80079981,312115,39304983
181,5464003,-1998,3.4713E+16,749987,7883997,10000004,5585995,-100015,-75,7.983E+15,3228993,43892998,2.9175E+16,96.6,2.47001E+16,101810994,80896003,312105,3930501
182,5464003,-1999,34712989,7.49986E+15,7.88399E+15,10000016,5586002,-100003,-7.7E+15,7.98299E+15,3228988,43892998,2917503,9.65998E+15,2.47E+16,101811004,80895993,31214,39304982
183,5463998,-198,34712995,7.49999E+16,7.884E+15,9.99999E+15,5586009,-100001,-88,7982985,3228996,43892978,2917495,96.6,2469996,1.01811E+16,80896,312114,3.9305E+16
184,546403,-1983,34712981,7.50003E+15,7.88399E+15,9999993,5.58598E+16,-99985,-79,7983006,3228993,43892982,2.91752E+16,9659998,2.47E+16,1.01811E+16,8.0896E+15,312125,39305016
185,5.464E+16,-1992,34712981,749982,788399,1E+16,5.58599E+16,-1.00012E+16,-9.2E+15,7982983,3.229E+16,4.3893E+16,2917496,9659996,2.47E+16,1.01811E+16,80895997,31212,3.9305E+16
186,5.46401E+16,-1996,3.4713E+16,7.49996E+15,7.88399E+15,1E+16,5586005,-1.0,-79,7.98299E+15,3228996,43892985,2917515,9660005,2469973,101811001,80895997,312115,39304996
187,5463989,-1995,34712996,7.50008E+16,7883991,100.0,5585969,-99997,-73,7.98301E+15,3229019,4.3893E+16,2.91749E+16,9.66001E+15,2.47001E+16,101810999,80896001,312129,39304991
188,5464003,-2.007E+16,34712989,750025,7884013,10000004,5586005,-100004,-81,7983005,322899,43892997,2917489,96.6,2.47E+16,101811006,8.0896E+15,312126,37519998
189,5.46403E+16,-2.003E+16,3.4713E+16,7.49996E+15,7883977,10000013,5586009,-100001,-7.7E+15,7983,3229007,43892995,2.91749E+16,9659999,2470009,1.01811E+16,80896001,311653,37519998
190,5463997,-2002,34712992,749989,7884004,9999979,5585991,-99987,-61,7.98299E+15,3.229E+16,43892982,2917486,9659989,2.47E+16,101811005,80895997,311643,37519997
191,5.46401E+16,-2,34712978,7.49999E+16,7.88399E+15,9999984,558601,-9.9988E+15,-9,7.983E+15,3228996,4.3893E+16,2.91749E+16,9.66002E+15,2469986,10181101,80895995,311639,37519991
192,5463984,-2008,34712982,750012,7884009,1E+16,558599,-100013,-6.9E+15,7.98301E+15,3229007,43892987,2.91751E+16,9.66002E+15,2.47001E+16,101811001,8.0896E+15,31166,37520014
193,5463989,-1998,34712969,749975,7.884E+15,9999995,5.58598E+15,-9.9994E+15,-7.7E+15,7982986,3.229E+16,43893001,2917496,9660006,2469995,101810994,81631964,311671,3.752E+16
194,5.62401E+16,-1991,34712991,7.49992E+16,7.884E+15,100.0,5586005,-1.0,-88,7982996,3229018,43893002,2.9175E+16,9659997,2469983,101811005,81631976,311643,3.752E+16
195,562401,-2009,34712997,749987,7884006,9999991,5.586E+16,-99984,-6.9E+15,7983014,3229006,43892976,2917486,9659993,2469989,1.01811E+16,81631958,3.11621E+16,3.752E+16
196,5.624E+15,-2,34712985,749998,788399,1E+16,5586002,-100011,-85,7982986,322899,43892997,2917493,9659984,2.46999E+16,101810999,8163198,311642,37520011
197,5623984,-2011,3.4713E+16,7.50009E+15,7883986,9999996,5585989,-9.9991E+15,-81,7982974,3228995,43892975,2.9175E+16,9.66001E+15,2469991,1.01811E+16,81631966,31164,37519999
198,5.62399E+16,-2.004E+16,34712994,7.5,7.88399E+15,10000004,5586005,-99998,-9,7982987,3229003,43893002,2.9175E+16,9659996,2470007,101811005,81631957,311642,37520005
199,5.41999E+16,-2014,3471298,7.50003E+15,7.884E+15,10000007,5585986,-100014,-62,8100004,3228996,43892985,2917503,9659992,2.46999E+16,101810996,81631971,311637,35314996
200,5420001,-2005,34712972,749998,7884023,1E+16,5585989,-9.9994E+15,-7.1E+15,8099987,3228992,4.3893E+16,2.9115E+16,9659996,2.47001E+16,101811001,81631975,31165,35314993
201,5.42001E+15,-2009,34713002,7.49999E+16,7884005,10000001,5586003,-99985,-7,8.1E+15,3229005,4.3893E+16,29115,9660007,2469995,101811006,81631966,311655,3.5315E+16
202,541999,-1986,34712989,7.5,7.88399E+15,9999981,5.586E+15,-9.9999E+15,-85,8.1E+15,3228989,4.3893E+16,29115,9.66002E+15,2470001,1.01811E+16,8163197,31163,3.5315E+16
203,54.2,-1987,34712982,74999,7.884E+15,9999983,5.586E+15,-1.00008E+16,-81,8099986,3228985,43892978,2911498,9660001,2469993,1.01811E+16,81631966,311646,35314986
204,5419992,-2.004E+16,3.4713E+16,7.49992E+16,7.88399E+15,1E+16,5586002,-9.9993E+15,-85,8.1E+15,3229016,4.3893E+16,2.9115E+16,9659997,2470001,101811013,8.1632E+15,311646,35314984
205,5420001,-201,34712998,749985,7884013,1E+16,5585995,-100007,-75,809999,3228993,4.3893E+16,2911492,9659976,2469985,1.01811E+16,81631958,311654,37204982
206,5.41998E+16,-1995,3.4713E+16,7.49997E+15,7884004,10000004,5.58598E+16,-99995,-8.9E+15,8.1E+15,3229009,43892995,2911502,9659994,2.47E+16,101811007,81631984,311632,37204995
207,5420012,-1995,3.4713E+16,749994,7884012,9999982,5585994,-10001,-63,8100005,3228994,4389299,2911495,9659994,2469991,101811008,81631963,311636,37204986
208,5419993,-2016,3.4713E+16,749977,7884004,9999999,5.58599E+16,-9.9999E+15,-7.7E+15,8099982,3.229E+16,43892979,2911505,9660011,2470008,1.01811E+16,81631952,311623,3.7205E+16
209,5420005,-1987,34712997,7.49999E+16,7883986,1E+16,5585991,-1.00028E+16,-7.7E+15,8100001,3228993,4.3893E+16,2.91151E+16,9659995,2470006,101810996,8.1632E+15,311647,37205012
210,5419986,-1993,34712984,750016,7883997,9999988,5585996,-9.9996E+15,-91,8.1E+15,3229006,4.3893E+16,2.91149E+16,9660005,2470009,101811,81631976,311658,3720499
211,5419975,-1984,3.4713E+16,749995,7884,9999996,5.58599E+16,-99998,-78,8099993,3228992,4.3893E+16,2.91152E+16,9.66001E+15,2470007,1.01811E+16,81631967,311627,37204984
212,5420018,-201,3.4713E+16,7.49986E+15,7883989,9999987,5586008,-9.9986E+15,-78,809999,3228993,43892998,2.91151E+16,9.65997E+15,2470006,101811011,81631982,311623,3720499
213,54.2,-1992,34712986,749998,7.88399E+15,1E+16,5.58598E+16,-99995,-82,8099988,3229014,4.3893E+16,2911505,965999,2.47E+16,1.01811E+16,8100798,311634,36014988
214,5631995,-1985,3.4713E+16,750007,7884029,9999999,5586,-99992,-88,8100015,3228994,4.3893E+16,2911491,96.6,2470008,101810991,81007982,311637,36014987
215,5632005,-1999,3.4713E+16,7.49991E+15,7884013,10000004,5.58598E+16,-100014,-9.7E+15,8100005,3228993,43892975,291148,9659995,2470018,1.01811E+16,83216,311639,36014963
216,5632006,-2028,34712969,74998,7.884E+15,9999982,5.58599E+16,-100011,-78,8099988,3.229E+16,4.3893E+16,2911494,96.6,2470008,1.01811E+16,83215997,311654,36014997
217,5631994,-2,34712979,749994,7901997,1000001,5586002,-99995,-84,8100013,3229016,4389299,2911495,9660004,2.47E+16,1.01811E+16,84015986,311648,36015004
218,5631997,-1974,34712984,749998,7902014,1E+16,5.586E+16,-9.9983E+15,-78,8.10001E+15,3229006,4.3893E+16,2.9115E+16,9659993,2.47E+16,101811003,84015987,311639,3.6015E+16
219,5631985,-2019,34712991,7.50008E+16,7901996,100.0,5.58598E+16,-100004,-58,8099999,3228996,43893,2.91149E+16,9660004,2470001,1.01811E+16,8401599,311626,36014973
220,5631985,-2.007E+16,34712994,7.50009E+15,7902015,1E+16,5585991,-100005,-85,810001,322899,4.3893E+16,2911512,9660003,2470015,101811016,84015993,31162,36014985
221,563201,-2005,34712984,750002,7901997,10000004,5586002,-99997,-7.1E+15,8100009,3229002,4.3893E+16,2.9115E+16,9660003,2470014,101810995,832.0,311637,3.6015E+16
222,5.63199E+15,-2005,34712986,7.50009E+15,7.902E+15,10000009,5.58599E+16,-99982,-79,8.09999E+15,3228996,4.3893E+16,2911505,9659993,2469985,1.01811E+16,83199985,3.11644E+16,3601499
223,5428,-2009,34712993,750013,7901995,1E+16,5.58599E+16,-99982,-72,809999,3229017,4.3893E+16,291151,9660015,2469975,101810994,8231998,31165,3.7345E+16
224,5.42798E+15,-1993,34712986,7.49992E+16,7901991,9999999,5585995,-100011,-8.7E+15,8.09999E+15,3228991,43892997,2.9115E+16,9660015,2469999,1.01811E+16,82319955,311638,37344986
225,5.42799E+16,-1994,34712979,7.50003E+15,7901995,1E+16,5585986,-100004,-86,8099991,3229007,43892987,2911492,9660006,2469985,101810999,81503984,31164,37344975
226,5.428E+16,-2001,34712972,7.50008E+16,7901983,1E+16,5.58599E+16,-100001,-6.9E+15,8100013,3229005,4379399,2911481,9659992,2470001,1.01814E+16,8.1504E+15,311655,3734498
227,5427992,-1984,3.4713E+16,750007,7.90201E+15,1E+16,5.58598E+16,-100019,-91,8099985,3228989,43793998,2911515,9659999,24.7,1.01814E+16,8.1504E+15,311633,37344984
228,522001,-2.007E+16,3.4713E+16,74999,7902005,9.99999E+15,5.586E+16,-99997,-78,8.1E+15,3229003,43793996,2.91152E+16,9659992,2.47E+16,1.01814E+16,8.1504E+15,311652,37344976
229,5219996,-2.007E+16,34712984,749984,7901993,9999991,5586011,-100025,-74,8100009,3228986,43794007,2911495,965998,2470001,101813998,81503992,31165,37344969
230,5219992,-2015,3.4713E+16,7.50001E+16,7901995,9.99999E+15,5585995,-9.9993E+15,-72,8.10001E+15,3228994,43794007,2.91151E+16,9659985,2470007,101813997,81503976,311627,3.7345E+16
231,5220013,-2.003E+16,34712982,7.49997E+15,7901996,9999995,5585995,-100001,-86,8100009,322901,4.3794E+16,2911495,9660015,2469985,101814,8.0704E+15,311635,39199985
232,5220005,-2002,34712986,749998,7902001,9999986,5.586E+15,-100001,-75,8.09999E+15,3228973,43793993,2.9115E+16,9660014,2469997,1.01814E+16,8.0704E+15,311655,39199995
233,5.432E+15,-2,34712973,750007,7901999,1E+16,5585986,-10001,-75,8100027,3228982,4379401,2911491,9660022,2470007,10181399,80703963,312603,39200002
234,5.43199E+16,-1.988E+16,34712998,750007,7901997,9999995,5.58599E+16,-99995,-74,8.10001E+15,3229013,4.3794E+16,291149,9.66001E+15,2.46999E+16,101813997,8.0704E+15,3.12598E+16,39200004
235,5432011,-2014,34713011,7.49997E+15,7901996,10000004,5.58599E+16,-100003,-75,8.10001E+15,3228989,43793996,2.9115E+16,9659991,2.47E+16,101814004,8.0704E+15,312594,37239983
236,5.432E+16,-2002,34712991,750006,7.90201E+15,1E+16,5.58599E+16,-99982,-73,81.0,3.22902E+16,43793996,2911515,9659993,2470017,1.01814E+16,80703976,312615,37239971
237,5.43199E+16,-2008,3471299,7.49997E+15,7.90201E+15,9999985,5.58601E+15,-100024,-67,8099988,3228991,43794015,2.91151E+16,9660002,2469991,101814,82047982,312595,37239972
238,5.432E+15,-1.988E+16,34712985,7.49981E+15,7.90201E+15,9999999,5586011,-9.9988E+15,-75,8.1E+15,3228985,43794001,2.91151E+16,9660003,2469998,1.01814E+16,82047995,3.12592E+16,37239996
239,5.432E+16,-199,3.4713E+16,7.50014E+15,7902015,9999999,5586017,-99995,-81,8100009,322899,43793995,2911502,9659995,2470026,101813987,82047997,312577,37239979
240,5431984,-198,34712992,749983,7902006,10000015,5.58599E+16,-10001,-8,8099999,3229013,43794007,2911485,9659996,2469978,1.01814E+16,82047988,3.12614E+16,35385
241,5568009,-1983,34712981,-249992,7902,9999995,5585991,-100014,-86,8.1E+15,3229014,43794001,2911492,9659999,2470006,101813996,82047985,312603,35384985
242,5.56799E+16,-1.997E+16,34712981,-249994,7901982,9999991,5586002,-99987,-7,8099985,3229003,43794001,2911484,9659987,2469998,1.01814E+16,8.2048E+15,312582,35384995
243,5567997,-2005,3.4713E+16,-249994,7901993,1E+16,5585983,-9999,-7.6E+15,8.10001E+15,3229007,43793997,2911475,9659985,2469998,1.01814E+16,82048004,3.12598E+16,37170001
244,5.56799E+16,-2,3471299,-2.50004E+16,7901997,9999999,5585995,-99995,-8,8099983,3228998,43794,2911498,9660002,2.47002E+16,101814,8.2048E+15,312603,3.9025E+16
245,5.568E+15,-2001,34712996,-249992,7902005,9999979,5585997,-100025,-67,81.0,3.229E+16,43794002,2911505,9.66001E+15,24.7,101813996,8204797,312607,39024982
246,5568014,-2,34712984,-249985,7901997,1E+16,5585997,-100007,-8.7E+15,810001,3228996,43794002,2922004,9659991,2.47E+16,1.01814E+16,8204799,312605,39024973
247,5368003,-1993,34712989,-249998,7902003,9.99999E+15,5.586E+15,-1.0,-93,8099999,3.22902E+16,43794007,292201,9659996,24.7,101813991,8121596,31262,39024977
248,5.36799E+16,-201,34712993,-250005,7901983,1E+16,5585985,-99979,-8.7E+15,8099995,322901,4.3794E+16,2922004,9660005,2470014,101813984,81215971,3.12611E+16,39024955
249,5368005,-2002,34712985,-2.50004E+16,7.90197E+15,10000004,5585985,-1.0,-8.7E+15,7997984,3229015,43793993,2922005,9660004,2.47E+16,101814006,8.2096E+15,311634,39024995
250,5.36799E+16,-2.004E+16,34712979,-249994,7901988,1E+16,5.58601E+16,-99984,-91,7.99798E+15,3228991,43794004,2.92201E+16,9660002,247001,101813991,82095973,311648,4084498
251,5.368E+15,-2001,34712992,-2.50004E+16,7902006,100.0,5586002,-99997,-56,7998001,3229006,43793995,2922,96.6,24.7,1.01814E+16,82095984,311625,4.0845E+16
252,5.368E+16,-1.997E+16,34712997,-250001,7.902E+15,9.99999E+15,5.58598E+16,-9.9996E+15,-9.7E+15,7998007,3228994,43794004,2922001,9.65997E+15,24.7,10181401,8209596,311648,3891998
253,5368003,-1984,34712993,-250001,7.90198E+15,9999981,558598,-9.9999E+15,-67,799799,3229023,43794002,2921995,9660008,2.47E+16,101814001,82095983,3.11641E+16,3.892E+16
254,5571996,-2005,34712978,-249999,7902003,9999986,5.58598E+15,-9.9999E+15,-75,7998007,3228995,4.3794E+16,2921987,9659987,2.47E+16,1.01814E+16,8209597,3.11644E+16,37064985
255,5.57201E+16,-2015,3.4713E+16,-250012,790201,9999991,5585997,-99989,-7.6E+15,7998001,3228986,43793999,2.92198E+16,9659984,2470006,101814005,82095979,311618,37065008
256,5.57199E+16,-1992,3.4713E+16,-2.50004E+16,7901994,1E+16,5.58599E+16,-100007,-7.1E+15,7998008,3229006,4.3794E+16,2.92199E+16,9.66001E+15,2470008,101813986,82095964,311638,35139974
257,5572002,-1995,34712989,-250002,790199,10000001,5.58598E+16,-1.00002E+16,-8.7E+15,7998007,3228998,43793972,2921995,9.66001E+15,2469973,101813992,8.2096E+15,311646,35139981
258,5571994,-1993,34712977,-250012,790201,1E+16,5585997,-1.0,-8.7E+15,7998,3229015,43794,2.92199E+16,965999,2470014,1.01814E+16,8209598,311634,3.514E+16
259,5572006,-1986,34712993,-249988,7901975,10000007,5585991,-1.00008E+16,-79,7998001,3229005,4.3794E+16,2.92199E+16,9.65999E+15,2469991,101813994,82095998,311647,35140008
260,5571982,-199,34712997,-249988,7902002,100.0,5.58599E+16,-9.9993E+15,-8,7998007,3229006,43793999,2.922E+16,9660003,2469997,101813998,82095974,311642,35140004
261,5.57198E+16,-1996,34712997,-250012,7902,1E+16,5586016,-1.00012E+16,-9.4E+15,7998002,3228994,4379399,2921984,9658015,246999,1.01814E+16,8.2096E+15,3.11641E+16,35139979
262,5.572E+16,-2,34712966,-249991,7902014,999999,5585994,-99992,-66,799799,322899,43794005,292202,9657989,2469985,1.01814E+16,82095993,3.11629E+16,3513997
263,5571994,-1993,34712998,-24999,7.884E+15,1E+16,5.58598E+15,-10001,-9.2E+15,7.998E+15,3228999,43793995,2922005,9658012,2469991,101813999,82095976,31165,35140001
264,5571982,-2.004E+16,3.4713E+16,-250002,7884005,9.99999E+15,5.58599E+16,-9.9993E+15,-84,7998004,3228998,43793995,2922012,9657995,2469996,101813994,82095982,311622,3.514E+16
265,5571995,-2005,34712996,-2.50003E+16,7884,9999993,5585989,-9.9986E+15,-93,7998007,3.236E+16,4.3794E+16,2.92199E+16,9658009,247001,101814003,8.2096E+15,311638,35139997
266,5571976,-1994,34712994,-24998,7883999,9999981,5585997,-100006,-7.7E+15,7997999,3235998,43793999,2921994,9.658E+15,2469988,101813997,81295969,311649,35139993
267,5403989,-198,34712978,-2.50004E+16,7883997,10000004,5.58599E+16,-100009,-64,799801,3235994,4.3794E+16,2921988,9657998,2469997,1.01814E+16,81295997,311646,36995009
268,5.404E+15,-2.006E+16,34712985,-250008,7884019,9999999,5585994,-100021,-67,7997999,3235998,43793995,2.92199E+16,9.65799E+15,2469985,1.01814E+16,81295977,311649,36995005
269,5404005,-2.004E+16,34712991,-250001,7883994,1E+16,5586,-9999,-78,7997989,3236014,43794,2.92199E+16,9657987,2.47E+16,101813997,81295981,311637,36994997
